node_id,gene_name,community_id,degree,clustering
54,AC004233.4,3,99.000000,0.437848
55,AC007906.2,4,88.000000,0.374869
56,AC055839.2,3,562.000000,0.581727
57,AC069544.2,11,1392.000000,0.439860
58,AC093323.1,6,106.000000,0.252111
59,ACAA1,11,200.000000,0.430201
60,ACAA2,11,636.000000,0.558030
61,ACACA,11,1655.000000,0.425695
62,ACAD10,4,43.000000,0.338870
63,ACAD8,4,58.000000,0.202057
64,ACAD9,11,358.000000,0.680281
65,ACADM,11,140.000000,0.345940
66,ACADS,7,80.000000,0.370253
67,ACADVL,11,524.000000,0.534395
68,ACAP2,12,85.000000,0.382353
69,ACAP3,5,171.000000,0.293567
70,ACAT1,11,114.000000,0.356156
71,ACAT2,11,989.000000,0.600850
72,ACBD3,12,524.000000,0.348839
73,ACBD4,4,55.000000,0.222896
74,ACBD6,11,1207.000000,0.537573
75,ACBD7,3,920.000000,0.439724
76,ACD,3,600.000000,0.508904
77,ACER3,3,601.000000,0.483810
78,ACIN1,11,1465.000000,0.454690
79,ACKR3,3,469.000000,0.476218
80,ACLY,11,1183.000000,0.510561
81,ACO1,6,137.000000,0.381602
82,ACO2,13,108.000000,0.336968
83,ACOT13,4,147.000000,0.443202
84,ACOT2,3,397.000000,0.410287
85,ACOT7,12,153.000000,0.323185
86,ACOT8,13,172.000000,0.272338
87,ACOT9,13,228.000000,0.241866
88,ACOX1,12,631.000000,0.359480
89,ACP1,3,534.000000,0.508288
90,ACP2,10,524.000000,0.368923
91,ACP5,12,330.000000,0.425827
92,ACSF2,11,854.000000,0.505561
93,ACSL1,10,441.000000,0.363801
94,ACSL3,6,788.000000,0.325824
95,ACSL4,3,771.000000,0.458864
96,ACSL5,9,94.000000,0.244566
97,ACSS1,3,104.000000,0.540515
98,ACSS2,11,482.000000,0.734017
99,ACTA2,6,246.000000,0.468658
100,ACTB,12,263.000000,0.218878
101,ACTG1,3,494.000000,0.479457
102,ACTG2,6,320.000000,0.621375
103,ACTL6A,12,638.000000,0.418202
104,ACTN1,6,355.000000,0.411252
105,ACTN4,7,252.000000,0.472649
106,ACTR10,3,1184.000000,0.471926
107,ACTR1A,6,680.000000,0.377233
108,ACTR1B,13,61.000000,0.196721
109,ACTR2,6,853.000000,0.314780
110,ACTR3,6,201.000000,0.308856
111,ACTR5,3,999.000000,0.473217
112,ACTR6,11,893.000000,0.526901
113,ACTR8,11,1390.000000,0.473170
114,ACVR1,6,497.000000,0.440652
115,ACVR1B,2,339.000000,0.372729
116,ACY3,5,86.000000,0.319836
117,ACYP1,5,146.000000,0.345489
118,ADA2,4,47.000000,0.282146
119,ADAM10,6,371.000000,0.264049
120,ADAM15,11,419.000000,0.660356
121,ADAM17,6,701.000000,0.345458
122,ADAM8,10,221.000000,0.495928
123,ADAM9,10,739.000000,0.339138
124,ADAMTS1,7,270.000000,0.410216
125,ADAMTS15,10,35.000000,0.188235
126,ADAP2,10,372.000000,0.454033
127,ADAR,4,815.000000,0.359298
128,ADAT1,10,579.000000,0.367314
129,ADCK2,0,103.000000,0.333714
130,ADCK5,4,169.000000,0.284658
131,ADCY3,6,237.000000,0.302689
132,ADCY6,11,723.000000,0.433784
133,ADCY8,4,149.000000,0.383729
134,ADD1,6,498.000000,0.349309
135,ADD3,5,102.000000,0.241312
136,ADGRA2,6,390.000000,0.503632
137,ADGRA3,11,132.000000,0.430141
138,ADGRE5,0,39.000000,0.334683
139,ADGRG1,12,213.000000,0.353619
140,ADGRG2,4,183.000000,0.378370
141,ADGRL1,11,764.000000,0.623332
142,ADGRL2,3,66.000000,0.373893
143,ADH5,11,1279.000000,0.456877
144,ADI1,7,109.000000,0.278457
145,ADIPOR1,8,45.000000,0.295960
146,ADIPOR2,11,574.000000,0.443445
147,ADK,11,329.000000,0.695493
148,ADM,6,153.000000,0.305642
149,ADNP,10,979.000000,0.389425
150,ADNP2,3,1192.000000,0.463945
151,ADO,3,973.000000,0.466080
152,ADORA1,8,74.000000,0.259163
153,ADPGK,13,227.000000,0.269775
154,ADPRS,0,174.000000,0.587934
155,ADRA2A,10,51.000000,0.227451
156,ADRA2C,10,72.000000,0.349765
157,ADRM1,2,304.000000,0.367118
158,ADSS2,12,121.000000,0.618595
159,AEBP1,6,234.000000,0.458934
160,AEBP2,3,730.000000,0.454062
161,AFAP1L2,10,80.000000,0.284810
162,AFDN,11,743.000000,0.689330
163,AFF1,6,533.000000,0.354985
164,AFF4,3,885.000000,0.435793
165,AFG3L2,7,89.000000,0.303115
166,AFMID,3,821.000000,0.595618
167,AFTPH,11,618.000000,0.383660
168,AGA,12,75.000000,0.457297
169,AGAP1,3,178.000000,0.289659
170,AGAP3,6,109.000000,0.455657
171,AGBL5,6,446.000000,0.450305
172,AGER,13,81.000000,0.322531
173,AGFG1,11,1360.000000,0.371652
174,AGFG2,7,48.000000,0.203014
175,AGGF1,3,715.000000,0.588799
176,AGK,11,784.000000,0.501746
177,AGL,11,1017.000000,0.555616
178,AGO1,12,1276.000000,0.397699
179,AGO2,10,443.000000,0.292310
180,AGPAT1,3,358.000000,0.382971
181,AGPAT2,7,85.000000,0.235294
182,AGPAT3,10,124.000000,0.284291
183,AGPAT5,4,90.000000,0.308614
184,AGPS,11,1160.000000,0.549268
185,AGR3,1,50.000000,0.631837
186,AGRN,12,53.000000,0.314224
187,AGT,6,330.000000,0.623579
188,AGTRAP,12,22.000000,0.294372
189,AHCTF1,10,232.000000,0.437155
190,AHCY,3,104.000000,0.426064
191,AHCYL1,10,214.000000,0.522004
192,AHCYL2,3,1001.000000,0.444198
193,AHDC1,11,830.000000,0.538332
194,AHNAK,4,108.000000,0.311180
195,AHNAK2,4,16.000000,0.258333
196,AHR,11,108.000000,0.464867
197,AHSA1,3,292.000000,0.514875
198,AIDA,4,231.000000,0.292603
199,AIF1,10,246.000000,0.545943
200,AIF1L,3,56.000000,0.376623
201,AIFM1,4,60.000000,0.194350
202,AIG1,11,46.000000,0.348792
203,AIMP1,12,533.000000,0.461221
204,AIMP2,10,96.000000,0.281579
205,AIP,8,89.000000,0.227528
206,AJUBA,3,676.000000,0.457252
207,AK2,4,83.000000,0.267411
208,AK3,3,207.000000,0.476995
209,AK4,3,613.000000,0.460470
210,AK6,3,73.000000,0.391172
211,AKAP1,11,1147.000000,0.517451
212,AKAP10,11,993.000000,0.442773
213,AKAP11,3,106.000000,0.377718
214,AKAP12,7,193.000000,0.517163
215,AKAP13,6,366.000000,0.284722
216,AKAP8,12,877.000000,0.386680
217,AKAP8L,11,1648.000000,0.414065
218,AKIP1,10,201.000000,0.286219
219,AKIRIN1,0,187.000000,0.546777
220,AKIRIN2,6,205.000000,0.317599
221,AKNA,10,134.000000,0.255190
222,AKR1A1,13,107.000000,0.364133
223,AKR1B1,0,226.000000,0.439567
224,AKR1C3,11,698.000000,0.709097
225,AKR7A2,6,94.000000,0.349348
226,AKT1,12,777.000000,0.358954
227,AKT1S1,6,85.000000,0.223810
228,AKT2,2,138.000000,0.388131
229,AKTIP,12,591.000000,0.427142
230,ALAD,10,227.000000,0.347745
231,ALAS1,11,956.000000,0.570479
232,ALCAM,11,201.000000,0.520697
233,ALDH16A1,3,62.000000,0.324167
234,ALDH18A1,3,435.000000,0.403019
235,ALDH1A1,12,82.000000,0.250828
236,ALDH1A2,5,122.000000,0.361469
237,ALDH1B1,6,149.000000,0.403138
238,ALDH2,13,76.000000,0.329825
239,ALDH3A2,11,648.000000,0.715854
240,ALDH3B1,1,56.000000,0.179870
241,ALDH3B2,4,44.000000,0.193446
242,ALDH4A1,12,28.000000,0.283069
243,ALDH5A1,4,173.000000,0.409329
244,ALDH6A1,3,400.000000,0.450138
245,ALDH7A1,11,130.000000,0.427907
246,ALDH9A1,10,135.000000,0.340077
247,ALDOA,13,79.000000,0.337553
248,ALDOC,10,64.000000,0.216270
249,ALG1,4,90.000000,0.221473
250,ALG13,3,553.000000,0.590285
251,ALG2,7,115.000000,0.284058
252,ALG3,12,356.000000,0.378114
253,ALG5,6,133.000000,0.403851
254,ALG6,11,752.000000,0.595522
255,ALG8,3,424.000000,0.509902
256,ALKBH1,3,993.000000,0.527548
257,ALKBH2,13,59.000000,0.293980
258,ALKBH3,6,79.000000,0.436547
259,ALKBH4,3,488.000000,0.549635
260,ALKBH5,11,1580.000000,0.427285
261,ALKBH7,7,86.000000,0.654172
262,ALOX5,10,171.000000,0.377090
263,ALOX5AP,10,224.000000,0.547205
264,ALPG,0,164.000000,0.619632
265,ALPL,8,84.000000,0.526391
266,ALPP,3,216.000000,0.494789
267,ALS2CL,5,36.000000,0.268254
268,ALYREF,12,861.000000,0.432572
269,AMBRA1,10,643.000000,0.409243
270,AMD1,11,1482.000000,0.451014
271,AMFR,12,136.000000,0.289216
272,AMIGO2,12,515.000000,0.388939
273,AMMECR1,4,157.000000,0.265066
274,AMMECR1L,10,663.000000,0.365450
275,AMOT,3,531.000000,0.448936
276,AMOTL1,6,596.000000,0.413333
277,AMOTL2,12,19.000000,0.175439
278,AMPD2,3,298.000000,0.459856
279,AMZ2,12,338.000000,0.443787
280,ANAPC11,3,587.000000,0.484589
281,ANAPC13,6,143.000000,0.360386
282,ANAPC16,8,48.000000,0.335106
283,ANAPC2,7,282.000000,0.425027
284,ANAPC5,11,1058.000000,0.493477
285,ANAPC7,11,901.000000,0.598693
286,ANGEL1,3,378.000000,0.536314
287,ANGEL2,4,142.000000,0.357007
288,ANGPTL2,6,425.000000,0.365228
289,ANGPTL4,6,431.000000,0.545362
290,ANKEF1,11,1269.000000,0.508242
291,ANKFY1,11,1174.000000,0.405017
292,ANKH,6,191.000000,0.567980
293,ANKIB1,11,1156.000000,0.390993
294,ANKLE2,12,666.000000,0.387613
295,ANKMY2,13,126.000000,0.309079
296,ANKRA2,3,128.000000,0.430856
297,ANKRD10,11,166.000000,0.442570
298,ANKRD11,3,635.000000,0.516670
299,ANKRD13A,11,53.000000,0.330914
300,ANKRD13C,10,415.000000,0.363739
301,ANKRD13D,10,172.000000,0.251054
302,ANKRD16,11,953.000000,0.548520
303,ANKRD17,0,288.000000,0.349279
304,ANKRD27,7,233.000000,0.487531
305,ANKRD28,11,987.000000,0.446792
306,ANKRD33B,9,69.000000,0.319267
307,ANKRD40,3,1302.000000,0.460266
308,ANKRD49,3,463.000000,0.403037
309,ANKRD52,11,1085.000000,0.440737
310,ANKRD54,1,65.000000,0.246154
311,ANKRD6,4,33.000000,0.318182
312,ANKRD65,0,22.000000,0.246753
313,ANKS1A,11,1004.000000,0.414122
314,ANKS6,7,87.000000,0.359797
315,ANKZF1,11,656.000000,0.513480
316,ANLN,12,611.000000,0.364337
317,ANO1,0,249.000000,0.395258
318,ANO10,11,1216.000000,0.473931
319,ANO6,11,980.000000,0.344750
320,ANO8,11,1080.000000,0.448198
321,ANO9,6,28.000000,0.285714
322,ANP32A,11,206.000000,0.444613
323,ANP32B,3,128.000000,0.487943
324,ANP32E,11,1168.000000,0.490806
325,ANPEP,10,112.000000,0.503700
326,ANTKMT,8,177.000000,0.432011
327,ANTXR1,6,449.000000,0.330984
328,ANXA1,6,114.000000,0.282099
329,ANXA11,7,47.000000,0.140611
330,ANXA2,4,152.000000,0.228390
331,ANXA3,7,178.000000,0.490764
332,ANXA4,7,41.000000,0.241463
333,ANXA5,12,338.000000,0.391112
334,ANXA6,6,771.000000,0.402281
335,ANXA7,12,470.000000,0.390782
336,ANXA9,4,33.000000,0.238636
337,AOC1,6,82.000000,0.466426
338,AOPEP,7,108.000000,0.352025
339,AP1B1,10,396.000000,0.290027
340,AP1G1,3,1206.000000,0.398135
341,AP1G2,3,780.000000,0.499444
342,AP1M1,3,1292.000000,0.388905
343,AP1M2,11,538.000000,0.439271
344,AP1S1,3,386.000000,0.489631
345,AP1S2,3,1053.000000,0.420381
346,AP2A1,6,130.000000,0.284436
347,AP2A2,10,258.000000,0.415769
348,AP2B1,11,1588.000000,0.441673
349,AP2M1,12,541.000000,0.370364
350,AP2S1,6,167.000000,0.440949
351,AP3B1,11,446.000000,0.603114
352,AP3D1,6,485.000000,0.315651
353,AP3M1,3,1445.000000,0.385825
354,AP3M2,3,666.000000,0.481460
355,AP3S1,13,131.000000,0.325426
356,AP4M1,11,1284.000000,0.509825
357,AP5B1,10,255.000000,0.249004
358,AP5Z1,10,354.000000,0.397689
359,APBB1,13,31.000000,0.253763
360,APBB1IP,10,277.000000,0.503244
361,APBB3,4,187.000000,0.318556
362,APCDD1,6,93.000000,0.450678
363,APEH,4,140.000000,0.354676
364,APEX1,3,359.000000,0.405020
365,APEX2,3,655.000000,0.372827
366,APH1A,4,104.000000,0.298544
367,API5,10,306.000000,0.347198
368,APIP,2,132.000000,0.370113
369,APLN,6,492.000000,0.458903
370,APLP1,3,432.000000,0.539508
371,APLP2,6,115.000000,0.280854
372,APMAP,3,832.000000,0.493017
373,APOA1,8,172.000000,0.298246
374,APOBEC3B,2,335.000000,0.370114
375,APOBEC3C,4,46.000000,0.258937
376,APOBEC3G,10,70.000000,0.363561
377,APOC1,10,214.000000,0.481023
378,APOD,6,284.000000,0.650774
379,APOE,10,274.000000,0.498275
380,APOL1,13,135.000000,0.275843
381,APOL2,13,138.000000,0.190416
382,APOL3,10,90.000000,0.197004
383,APOL4,6,77.000000,0.285373
384,APOL6,5,167.000000,0.245581
385,APOO,13,86.000000,0.288919
386,APOOL,3,1082.000000,0.500023
387,APP,3,456.000000,0.448882
388,APPBP2,3,1753.000000,0.385978
389,APPL1,11,1167.000000,0.510122
390,APPL2,3,1566.000000,0.415855
391,APRT,8,168.000000,0.400057
392,AQP1,6,263.000000,0.426581
393,AQP3,4,64.000000,0.194940
394,AQP5,12,64.000000,0.203373
395,AQP9,4,58.000000,0.235330
396,AQR,3,820.000000,0.484708
397,AR,0,155.000000,0.369418
398,ARAF,12,399.000000,0.313031
399,ARAP1,10,70.000000,0.236439
400,ARAP3,3,284.000000,0.459439
401,ARCN1,13,173.000000,0.273962
402,AREL1,3,1204.000000,0.477803
403,ARF1,12,122.000000,0.383552
404,ARF3,2,75.000000,0.306667
405,ARF4,11,527.000000,0.386043
406,ARF5,0,132.000000,0.292621
407,ARF6,3,225.000000,0.381865
408,ARFGAP1,6,443.000000,0.377455
409,ARFGAP2,10,58.000000,0.378705
410,ARFGAP3,12,427.000000,0.262471
411,ARFGEF1,10,300.000000,0.401115
412,ARFGEF2,10,1047.000000,0.359618
413,ARFIP1,12,655.000000,0.387735
414,ARFIP2,7,111.000000,0.332023
415,ARFRP1,13,57.000000,0.214286
416,ARGLU1,5,55.000000,0.501010
417,ARHGAP1,13,77.000000,0.247437
418,ARHGAP11A,12,800.000000,0.414603
419,ARHGAP12,11,1341.000000,0.485750
420,ARHGAP17,3,1149.000000,0.417439
421,ARHGAP18,10,308.000000,0.491180
422,ARHGAP21,10,548.000000,0.314789
423,ARHGAP23,8,25.000000,0.160000
424,ARHGAP26,4,62.000000,0.220518
425,ARHGAP29,7,163.000000,0.404075
426,ARHGAP30,10,263.000000,0.495080
427,ARHGAP32,10,77.000000,0.363978
428,ARHGAP33,2,157.000000,0.332353
429,ARHGAP35,6,266.000000,0.311023
430,ARHGAP39,10,257.000000,0.268057
431,ARHGAP4,12,99.000000,0.298083
432,ARHGAP45,10,188.000000,0.433781
433,ARHGDIA,12,695.000000,0.418805
434,ARHGDIB,10,214.000000,0.412663
435,ARHGEF1,2,96.000000,0.436842
436,ARHGEF10L,11,552.000000,0.436288
437,ARHGEF11,3,711.000000,0.435051
438,ARHGEF12,12,325.000000,0.293675
439,ARHGEF16,12,79.000000,0.340474
440,ARHGEF17,3,935.000000,0.461943
441,ARHGEF18,3,778.000000,0.574208
442,ARHGEF19,11,505.000000,0.586469
443,ARHGEF2,10,65.000000,0.285096
444,ARHGEF3,4,65.000000,0.213942
445,ARHGEF37,13,65.000000,0.228365
446,ARHGEF40,11,1380.000000,0.474861
447,ARHGEF5,0,67.000000,0.452736
448,ARHGEF7,11,296.000000,0.562918
449,ARID1A,11,2046.000000,0.375076
450,ARID2,11,1462.000000,0.455914
451,ARID4A,3,1029.000000,0.507049
452,ARID4B,3,381.000000,0.463849
453,ARID5A,12,202.000000,0.267524
454,ARID5B,3,227.000000,0.344548
455,ARIH1,4,108.000000,0.248010
456,ARIH2,11,763.000000,0.534583
457,ARL1,6,542.000000,0.406477
458,ARL13B,12,78.000000,0.341325
459,ARL14EP,3,276.000000,0.465797
460,ARL16,3,564.000000,0.520911
461,ARL2,8,129.000000,0.483891
462,ARL3,3,140.000000,0.528263
463,ARL4C,12,345.000000,0.494085
464,ARL4D,8,117.000000,0.180519
465,ARL5A,3,115.000000,0.525858
466,ARL5B,3,850.000000,0.396195
467,ARL6IP1,12,289.000000,0.279075
468,ARL6IP5,11,467.000000,0.515003
469,ARL6IP6,12,656.000000,0.491408
470,ARL8A,10,53.000000,0.307692
471,ARL8B,11,1288.000000,0.426602
472,ARMC1,6,542.000000,0.360730
473,ARMC10,3,301.000000,0.333953
474,ARMC6,3,562.000000,0.431303
475,ARMC7,12,607.000000,0.420409
476,ARMC8,11,1595.000000,0.411851
477,ARMCX1,3,1078.000000,0.511307
478,ARMCX2,3,534.000000,0.535588
479,ARMCX3,3,765.000000,0.431766
480,ARMCX6,3,617.000000,0.518344
481,ARMH3,10,316.000000,0.405345
482,ARMT1,11,931.000000,0.475308
483,ARNT,11,1019.000000,0.447199
484,ARNT2,3,978.000000,0.510029
485,ARPC1A,0,12.000000,0.136364
486,ARPC2,6,272.000000,0.334762
487,ARPC3,6,77.000000,0.343131
488,ARPC4,3,600.000000,0.454574
489,ARPC5,11,1087.000000,0.541492
490,ARPC5L,5,150.000000,0.263624
491,ARPIN,5,218.000000,0.262335
492,ARPP19,12,453.000000,0.286341
493,ARRB2,11,631.000000,0.536926
494,ARRDC1,7,182.000000,0.414304
495,ARRDC2,9,43.000000,0.162791
496,ARRDC3,11,636.000000,0.588298
497,ARSA,6,76.000000,0.283860
498,ARSD,12,270.000000,0.471568
499,ARV1,9,40.000000,0.238462
500,ARVCF,2,132.000000,0.320726
501,ASAH1,10,75.000000,0.555315
502,ASAP1,11,1045.000000,0.549500
503,ASAP2,12,241.000000,0.260858
504,ASAP3,11,1024.000000,0.590955
505,ASB13,11,1005.000000,0.536079
506,ASB6,7,194.000000,0.428983
507,ASB7,13,277.000000,0.298514
508,ASB8,11,230.000000,0.478413
509,ASCC1,3,776.000000,0.455361
510,ASCC2,2,138.000000,0.391939
511,ASCC3,11,1333.000000,0.498902
512,ASCL2,3,676.000000,0.564598
513,ASF1A,11,1376.000000,0.442533
514,ASF1B,12,444.000000,0.373396
515,ASH1L,10,647.000000,0.445596
516,ASH2L,11,321.000000,0.472625
517,ASNSD1,13,96.000000,0.322368
518,ASPH,12,391.000000,0.354449
519,ASPHD1,7,43.000000,0.136213
520,ASRGL1,10,56.000000,0.250649
521,ASS1,7,145.000000,0.517816
522,ASXL1,12,1260.000000,0.371354
523,ASXL2,10,1246.000000,0.335129
524,ATAD1,3,1248.000000,0.455128
525,ATAD2,5,255.000000,0.272595
526,ATAD3A,12,140.000000,0.384070
527,ATAD3C,5,125.000000,0.414452
528,ATAT1,11,780.000000,0.573451
529,ATE1,3,1090.000000,0.437855
530,ATF1,12,718.000000,0.360555
531,ATF2,3,648.000000,0.444650
532,ATF3,6,89.000000,0.435138
533,ATF4,13,103.000000,0.312964
534,ATF5,6,54.000000,0.242488
535,ATF6,3,902.000000,0.388789
536,ATF6B,4,148.000000,0.396580
537,ATF7,11,211.000000,0.442248
538,ATF7IP,11,1496.000000,0.448736
539,ATG101,12,434.000000,0.403806
540,ATG12,3,206.000000,0.545489
541,ATG13,10,265.000000,0.341595
542,ATG14,3,887.000000,0.507150
543,ATG16L1,3,811.000000,0.334889
544,ATG2A,4,274.000000,0.268389
545,ATG3,11,103.000000,0.393489
546,ATG4B,3,607.000000,0.457675
547,ATG4C,11,1281.000000,0.462591
548,ATG4D,12,670.000000,0.431993
549,ATG5,3,1431.000000,0.396664
550,ATG9A,10,1353.000000,0.337586
551,ATIC,8,160.000000,0.269969
552,ATL2,7,309.000000,0.286240
553,ATL3,12,531.000000,0.280091
554,ATMIN,3,546.000000,0.395867
555,ATN1,3,469.000000,0.508893
556,ATOX1,6,51.000000,0.287843
557,ATP11A,11,174.000000,0.414989
558,ATP11B,12,405.000000,0.379905
559,ATP13A1,3,850.000000,0.492785
560,ATP13A2,6,754.000000,0.370004
561,ATP13A3,6,301.000000,0.400664
562,ATP1A1,11,312.000000,0.406773
563,ATP1B1,8,228.000000,0.304081
564,ATP1B2,8,150.000000,0.480895
565,ATP1B3,13,143.000000,0.294888
566,ATP2A2,6,569.000000,0.391173
567,ATP2B1,7,180.000000,0.362570
568,ATP2B4,10,505.000000,0.435761
569,ATP2C1,11,836.000000,0.489677
570,ATP5F1A,4,67.000000,0.353234
571,ATP5F1B,11,395.000000,0.509221
572,ATP5F1C,11,524.000000,0.656240
573,ATP5F1D,7,117.000000,0.242116
574,ATP5F1E,11,92.000000,0.433588
575,ATP5IF1,12,96.000000,0.323684
576,ATP5MC1,10,71.000000,0.228974
577,ATP5MC2,6,91.000000,0.316972
578,ATP5MC3,9,146.000000,0.279263
579,ATP5MD,8,66.000000,0.221911
580,ATP5ME,0,94.000000,0.345916
581,ATP5MF,10,141.000000,0.391084
582,ATP5MG,9,33.000000,0.225379
583,ATP5MPL,3,95.000000,0.364390
584,ATP5PB,10,50.000000,0.239184
585,ATP5PD,7,72.000000,0.417449
586,ATP5PF,7,35.000000,0.166387
587,ATP5PO,9,89.000000,0.252554
588,ATP6AP1,10,448.000000,0.404562
589,ATP6AP2,3,389.000000,0.400684
590,ATP6V0A1,11,1134.000000,0.472511
591,ATP6V0B,0,134.000000,0.320278
592,ATP6V0D1,10,361.000000,0.329009
593,ATP6V0E1,6,121.000000,0.431267
594,ATP6V0E2,3,918.000000,0.486055
595,ATP6V1A,11,544.000000,0.473892
596,ATP6V1B1,9,27.000000,0.210826
597,ATP6V1B2,10,359.000000,0.463594
598,ATP6V1C1,10,291.000000,0.356203
599,ATP6V1D,3,530.000000,0.419617
600,ATP6V1E1,2,138.000000,0.237173
601,ATP6V1F,8,30.000000,0.337931
602,ATP6V1G1,3,478.000000,0.592388
603,ATP6V1H,11,1128.000000,0.515336
604,ATP8B1,12,127.000000,0.416948
605,ATP8B2,11,613.000000,0.537627
606,ATP9A,10,324.000000,0.337977
607,ATPAF1,11,518.000000,0.477898
608,ATPSCKMT,0,105.000000,0.292308
609,ATRAID,8,102.000000,0.251990
610,ATRN,3,1363.000000,0.455805
611,ATRX,3,1096.000000,0.491787
612,ATXN10,2,124.000000,0.382114
613,ATXN1L,3,705.000000,0.463040
614,ATXN2,11,885.000000,0.464154
615,ATXN2L,12,1165.000000,0.346976
616,ATXN7L3,6,625.000000,0.420349
617,ATXN7L3B,3,945.000000,0.526989
618,AUH,7,125.000000,0.306065
619,AUP1,7,124.000000,0.425780
620,AURKA,11,923.000000,0.518485
621,AURKAIP1,12,39.000000,0.403509
622,AURKB,11,968.000000,0.564787
623,AVL9,11,1021.000000,0.427674
624,AVPI1,0,57.000000,0.470551
625,AXIN1,12,96.000000,0.271272
626,AXIN2,3,81.000000,0.354012
627,AXL,6,357.000000,0.436770
628,AZGP1,11,744.000000,0.692814
629,AZIN1,10,262.000000,0.328771
630,B2M,12,302.000000,0.418209
631,B3GALNT1,12,989.000000,0.402965
632,B3GALT4,4,263.000000,0.248193
633,B3GALT6,6,107.000000,0.323576
634,B3GAT3,12,274.000000,0.349964
635,B3GNT2,6,126.000000,0.273016
636,B3GNT3,7,102.000000,0.251407
637,B3GNT7,10,161.000000,0.368789
638,B3GNT9,0,339.000000,0.354576
639,B4GALNT4,3,165.000000,0.375018
640,B4GALT1,12,311.000000,0.542537
641,B4GALT2,11,402.000000,0.370889
642,B4GALT3,10,89.000000,0.475741
643,B4GALT5,11,1384.000000,0.466656
644,B4GALT7,6,385.000000,0.538650
645,B4GAT1,6,378.000000,0.488204
646,B9D2,13,30.000000,0.262069
647,BABAM1,8,274.000000,0.316649
648,BABAM2,7,57.000000,0.265038
649,BACE1,3,483.000000,0.519695
650,BACE2,13,86.000000,0.359234
651,BACH1,6,1247.000000,0.379424
652,BAD,3,46.000000,0.310145
653,BAG1,13,71.000000,0.302616
654,BAG3,6,402.000000,0.360926
655,BAG4,11,598.000000,0.417366
656,BAG5,3,888.000000,0.462085
657,BAG6,11,1047.000000,0.527646
658,BAHD1,12,729.000000,0.418381
659,BAIAP2,7,288.000000,0.389663
660,BAIAP2L1,12,368.000000,0.467821
661,BAIAP3,1,66.000000,0.517949
662,BAK1,12,36.000000,0.128571
663,BANF1,4,84.000000,0.258462
664,BAP1,11,937.000000,0.470503
665,BARX2,6,30.000000,0.271264
666,BASP1,3,273.000000,0.562675
667,BAX,6,99.000000,0.365079
668,BAZ1A,11,1209.000000,0.492352
669,BAZ1B,11,1650.000000,0.409252
670,BAZ2A,12,1069.000000,0.330608
671,BBOX1,7,70.000000,0.303934
672,BBS10,3,1474.000000,0.446861
673,BBS2,3,739.000000,0.567030
674,BBS4,3,188.000000,0.496359
675,BBX,11,289.000000,0.412389
676,BCAM,9,41.000000,0.193902
677,BCAP31,6,19.000000,0.175439
678,BCAR1,6,289.000000,0.301807
679,BCAR3,10,248.000000,0.387978
680,BCAS2,10,574.000000,0.406984
681,BCAT1,10,270.000000,0.407297
682,BCAT2,4,32.000000,0.209677
683,BCCIP,3,326.000000,0.528985
684,BCKDHB,4,675.000000,0.370502
685,BCKDK,9,174.000000,0.222111
